date,portfolio_value,cash,n_positions,regime
2024-04-11,88692.93997119488,88692.93997119488,0,0
2024-04-12,88692.93997119488,88692.93997119488,0,0
2024-04-15,88692.93997119488,88692.93997119488,0,0
2024-04-16,88692.93997119488,88692.93997119488,0,0
2024-04-17,88692.93997119488,88692.93997119488,0,0
2024-04-18,88692.93997119488,88692.93997119488,0,0
2024-04-19,88692.93997119488,88692.93997119488,0,0
2024-04-22,88692.93997119488,88692.93997119488,0,0
2024-04-23,88692.93997119488,88692.93997119488,0,0
2024-04-24,88692.93997119488,88692.93997119488,0,0
2024-04-25,88692.93997119488,88692.93997119488,0,0
2024-04-26,88692.93997119488,88692.93997119488,0,0
2024-04-29,88692.93997119488,88692.93997119488,0,0
2024-04-30,88692.93997119488,88692.93997119488,0,0
2024-05-01,88692.93997119488,88692.93997119488,0,0
2024-05-02,88692.93997119488,88692.93997119488,0,0
2024-05-03,88692.93997119488,88692.93997119488,0,0
2024-05-06,88692.93997119488,88692.93997119488,0,0
2024-05-07,88692.93997119488,88692.93997119488,0,0
2024-05-08,88692.93997119488,88692.93997119488,0,0
2024-05-09,88692.93997119488,88692.93997119488,0,0
2024-05-10,88692.93997119488,88692.93997119488,0,0
2024-05-13,88692.93997119488,88692.93997119488,0,0
2024-05-14,88692.93997119488,88692.93997119488,0,0
2024-05-15,88692.93997119488,88692.93997119488,0,0
2024-05-16,88692.93997119488,88692.93997119488,0,0
2024-05-17,88692.93997119488,88692.93997119488,0,0
2024-05-20,88692.93997119488,88692.93997119488,0,0
2024-05-21,88692.93997119488,88692.93997119488,0,0
2024-05-22,88692.93997119488,88692.93997119488,0,0
2024-05-23,88692.93997119488,88692.93997119488,0,0
2024-05-24,88692.93997119488,88692.93997119488,0,0
2024-05-27,88692.93997119488,88692.93997119488,0,0
2024-05-28,88692.93997119488,88692.93997119488,0,0
2024-05-29,88692.93997119488,88692.93997119488,0,0
2024-05-30,88692.93997119488,88692.93997119488,0,0
2024-05-31,88692.93997119488,88692.93997119488,0,0
2024-06-03,88692.93997119488,88692.93997119488,0,0
2024-06-04,88692.93997119488,88692.93997119488,0,0
2024-06-05,88692.93997119488,88692.93997119488,0,0
2024-06-06,88692.93997119488,88692.93997119488,0,0
2024-06-07,88692.93997119488,88692.93997119488,0,0
2024-06-10,88692.93997119488,88692.93997119488,0,0
2024-06-11,88692.93997119488,88692.93997119488,0,0
2024-06-12,88692.93997119488,88692.93997119488,0,0
2024-06-13,88692.93997119488,88692.93997119488,0,0
2024-06-14,88692.93997119488,88692.93997119488,0,0
2024-06-17,88692.93997119488,88692.93997119488,0,0
2024-06-18,88692.93997119488,88692.93997119488,0,0
2024-06-19,88692.93997119488,88692.93997119488,0,0
2024-06-20,88692.93997119488,88692.93997119488,0,0
2024-06-21,88692.93997119488,88692.93997119488,0,0
2024-06-24,88692.93997119488,88692.93997119488,0,0
2024-06-25,88692.93997119488,88692.93997119488,0,0
2024-06-26,88692.93997119488,88692.93997119488,0,0
2024-06-27,88692.93997119488,88692.93997119488,0,0
2024-06-28,88692.93997119488,88692.93997119488,0,0
2024-07-01,88692.93997119488,88692.93997119488,0,0
2024-07-02,88692.93997119488,88692.93997119488,0,0
2024-07-03,88692.93997119488,88692.93997119488,0,0
2024-07-04,88692.93997119488,88692.93997119488,0,0
2024-07-05,88692.93997119488,88692.93997119488,0,0
2024-07-08,88692.93997119488,88692.93997119488,0,0
2024-07-09,88692.93997119488,88692.93997119488,0,0
2024-07-10,88692.93997119488,88692.93997119488,0,0
2024-07-11,88692.93997119488,88692.93997119488,0,0
2024-07-12,88692.93997119488,88692.93997119488,0,0
2024-07-15,88692.93997119488,88692.93997119488,0,0
2024-07-16,88692.93997119488,88692.93997119488,0,0
2024-07-17,88692.93997119488,88692.93997119488,0,0
2024-07-18,88692.93997119488,88692.93997119488,0,0
2024-07-19,88692.93997119488,88692.93997119488,0,0
2024-07-22,88692.93997119488,88692.93997119488,0,0
2024-07-23,88692.93997119488,88692.93997119488,0,0
2024-07-24,88692.93997119488,88692.93997119488,0,0
2024-07-25,88692.93997119488,88692.93997119488,0,0
2024-07-26,88692.93997119488,88692.93997119488,0,0
2024-07-29,88692.93997119488,88692.93997119488,0,0
2024-07-30,88692.93997119488,88692.93997119488,0,0
2024-07-31,88692.93997119488,88692.93997119488,0,0
2024-08-01,88692.93997119488,88692.93997119488,0,0
2024-08-02,88692.93997119488,88692.93997119488,0,0
2024-08-05,88692.93997119488,88692.93997119488,0,0
2024-08-06,88692.93997119488,88692.93997119488,0,0
2024-08-07,88692.93997119488,88692.93997119488,0,0
2024-08-08,88692.93997119488,88692.93997119488,0,0
2024-08-09,88692.93997119488,88692.93997119488,0,0
2024-08-12,88692.93997119488,88692.93997119488,0,0
2024-08-13,88692.93997119488,88692.93997119488,0,0
2024-08-14,88692.93997119488,88692.93997119488,0,0
2024-08-15,88692.93997119488,88692.93997119488,0,0
2024-08-16,88692.93997119488,88692.93997119488,0,0
2024-08-19,88692.93997119488,88692.93997119488,0,0
2024-08-20,88692.93997119488,88692.93997119488,0,0
2024-08-21,88692.93997119488,88692.93997119488,0,0
2024-08-22,88692.93997119488,88692.93997119488,0,0
2024-08-23,88692.93997119488,88692.93997119488,0,0
2024-08-26,88692.93997119488,88692.93997119488,0,0
2024-08-27,88692.93997119488,88692.93997119488,0,0
2024-08-28,88692.93997119488,88692.93997119488,0,0
2024-08-29,88692.93997119488,88692.93997119488,0,0
2024-08-30,88692.93997119488,88692.93997119488,0,0
2024-09-02,88692.93997119488,88692.93997119488,0,0
2024-09-03,88692.93997119488,88692.93997119488,0,0
2024-09-04,88692.93997119488,88692.93997119488,0,0
2024-09-05,88692.93997119488,88692.93997119488,0,0
2024-09-06,88692.93997119488,88692.93997119488,0,0
2024-09-09,88692.93997119488,88692.93997119488,0,0
2024-09-10,88692.93997119488,88692.93997119488,0,0
2024-09-11,88692.93997119488,88692.93997119488,0,0
2024-09-12,88692.93997119488,88692.93997119488,0,0
2024-09-13,88692.93997119488,88692.93997119488,0,0
2024-09-16,88692.93997119488,88692.93997119488,0,0
2024-09-17,88692.93997119488,88692.93997119488,0,0
2024-09-18,88692.93997119488,88692.93997119488,0,0
2024-09-19,88692.93997119488,88692.93997119488,0,0
2024-09-20,88692.93997119488,88692.93997119488,0,0
2024-09-23,88692.93997119488,88692.93997119488,0,0
2024-09-24,88692.93997119488,88692.93997119488,0,0
2024-09-25,88692.93997119488,88692.93997119488,0,0
2024-09-26,88692.93997119488,88692.93997119488,0,0
2024-09-27,88692.93997119488,88692.93997119488,0,0
2024-09-30,88692.93997119488,88692.93997119488,0,0
2024-10-01,88692.93997119488,88692.93997119488,0,0
2024-10-02,88692.93997119488,88692.93997119488,0,0
2024-10-03,88692.93997119488,88692.93997119488,0,0
2024-10-04,88692.93997119488,88692.93997119488,0,0
2024-10-07,88692.93997119488,88692.93997119488,0,0
2024-10-08,88692.93997119488,88692.93997119488,0,0
2024-10-09,88692.93997119488,88692.93997119488,0,0
2024-10-10,88692.93997119488,88692.93997119488,0,0
2024-10-11,88692.93997119488,88692.93997119488,0,0
2024-10-14,88692.93997119488,88692.93997119488,0,0
2024-10-15,88692.93997119488,88692.93997119488,0,0
2024-10-16,88692.93997119488,88692.93997119488,0,0
2024-10-17,88692.93997119488,88692.93997119488,0,0
2024-10-18,88692.93997119488,88692.93997119488,0,0
2024-10-21,88692.93997119488,88692.93997119488,0,0
2024-10-22,88692.93997119488,88692.93997119488,0,0
2024-10-23,88692.93997119488,88692.93997119488,0,0
2024-10-24,88692.93997119488,88692.93997119488,0,0
2024-10-25,88692.93997119488,88692.93997119488,0,0
2024-10-28,88692.93997119488,88692.93997119488,0,0
2024-10-29,88692.93997119488,88692.93997119488,0,0
2024-10-30,88692.93997119488,88692.93997119488,0,0
2024-10-31,88692.93997119488,88692.93997119488,0,0
2024-11-01,88692.93997119488,88692.93997119488,0,0
2024-11-04,88692.93997119488,88692.93997119488,0,0
2024-11-05,88692.93997119488,88692.93997119488,0,0
2024-11-06,88692.93997119488,88692.93997119488,0,0
2024-11-07,88692.93997119488,88692.93997119488,0,0
2024-11-08,88692.93997119488,88692.93997119488,0,0
2024-11-11,88692.93997119488,88692.93997119488,0,0
2024-11-12,88692.93997119488,88692.93997119488,0,0
2024-11-13,88692.93997119488,88692.93997119488,0,0
2024-11-14,88692.93997119488,88692.93997119488,0,0
2024-11-15,88692.93997119488,88692.93997119488,0,0
2024-11-18,88692.93997119488,88692.93997119488,0,0
2024-11-19,88692.93997119488,88692.93997119488,0,0
2024-11-20,88692.93997119488,88692.93997119488,0,0
2024-11-21,88692.93997119488,88692.93997119488,0,0
2024-11-22,88692.93997119488,88692.93997119488,0,0
2024-11-25,88692.93997119488,88692.93997119488,0,2
2024-11-26,88692.93997119488,88692.93997119488,0,2
2024-11-27,88692.93997119488,88692.93997119488,0,2
2024-11-28,88692.93997119488,88692.93997119488,0,2
2024-11-29,88692.93997119488,88692.93997119488,0,2
2024-12-02,88692.93997119488,88692.93997119488,0,2
2024-12-03,88692.93997119488,88692.93997119488,0,2
2024-12-04,88692.93997119488,88692.93997119488,0,2
2024-12-05,88692.93997119488,88692.93997119488,0,2
2024-12-06,88692.93997119488,88692.93997119488,0,2
2024-12-09,88692.93997119488,88692.93997119488,0,2
2024-12-10,88692.93997119488,88692.93997119488,0,2
2024-12-11,88692.93997119488,88692.93997119488,0,2
2024-12-12,88692.93997119488,88692.93997119488,0,2
2024-12-13,88692.93997119488,88692.93997119488,0,2
2024-12-16,88692.93997119488,88692.93997119488,0,2
2024-12-17,88692.93997119488,88692.93997119488,0,2
2024-12-18,88692.93997119488,88692.93997119488,0,2
2024-12-19,88692.93997119488,88692.93997119488,0,2
2024-12-20,88692.93997119488,88692.93997119488,0,2
2024-12-23,88692.93997119488,88692.93997119488,0,2
2024-12-24,88692.93997119488,88692.93997119488,0,2
2024-12-25,88692.93997119488,88692.93997119488,0,2
2024-12-26,88692.93997119488,88692.93997119488,0,2
2024-12-27,88692.93997119488,88692.93997119488,0,2
2024-12-30,88692.93997119488,88692.93997119488,0,2
2024-12-31,88692.93997119488,88692.93997119488,0,2
2025-01-01,88692.93997119488,88692.93997119488,0,2
2025-01-02,88692.93997119488,88692.93997119488,0,2
2025-01-03,88692.93997119488,88692.93997119488,0,2
2025-01-06,88692.93997119488,88692.93997119488,0,2
2025-01-07,88692.93997119488,88692.93997119488,0,2
2025-01-08,88692.93997119488,88692.93997119488,0,2
2025-01-09,88692.93997119488,88692.93997119488,0,2
2025-01-10,88692.93997119488,88692.93997119488,0,2
2025-01-13,88692.93997119488,88692.93997119488,0,2
2025-01-14,88692.93997119488,88692.93997119488,0,2
2025-01-15,88692.93997119488,88692.93997119488,0,2
2025-01-16,88692.93997119488,88692.93997119488,0,2
2025-01-17,88692.93997119488,88692.93997119488,0,2
2025-01-20,88692.93997119488,88692.93997119488,0,2
2025-01-21,88692.93997119488,88692.93997119488,0,2
2025-01-22,88692.93997119488,88692.93997119488,0,2
2025-01-23,88692.93997119488,88692.93997119488,0,2
2025-01-24,88692.93997119488,88692.93997119488,0,2
2025-01-27,88692.93997119488,88692.93997119488,0,2
2025-01-28,88692.93997119488,88692.93997119488,0,2
2025-01-29,88692.93997119488,88692.93997119488,0,2
2025-01-30,88692.93997119488,88692.93997119488,0,2
2025-01-31,88692.93997119488,88692.93997119488,0,2
2025-02-03,88692.93997119488,88692.93997119488,0,2
2025-02-04,88692.93997119488,88692.93997119488,0,2
2025-02-05,88692.93997119488,88692.93997119488,0,2
2025-02-06,88692.93997119488,88692.93997119488,0,2
2025-02-07,88692.93997119488,88692.93997119488,0,2
2025-02-10,88692.93997119488,88692.93997119488,0,2
2025-02-11,88692.93997119488,88692.93997119488,0,2
2025-02-12,88692.93997119488,88692.93997119488,0,2
2025-02-13,88692.93997119488,88692.93997119488,0,2
2025-02-14,88692.93997119488,88692.93997119488,0,2
2025-02-17,88692.93997119488,88692.93997119488,0,2
2025-02-18,88692.93997119488,88692.93997119488,0,2
2025-02-19,88692.93997119488,88692.93997119488,0,2
2025-02-20,88692.93997119488,88692.93997119488,0,2
2025-02-21,88692.93997119488,88692.93997119488,0,2
2025-02-24,88692.93997119488,88692.93997119488,0,2
2025-02-25,88692.93997119488,88692.93997119488,0,2
2025-02-26,88692.93997119488,88692.93997119488,0,2
2025-02-27,88692.93997119488,88692.93997119488,0,2
2025-02-28,88692.93997119488,88692.93997119488,0,2
2025-03-03,88692.93997119488,88692.93997119488,0,2
2025-03-04,88692.93997119488,88692.93997119488,0,2
2025-03-05,88692.93997119488,88692.93997119488,0,2
2025-03-06,88692.93997119488,88692.93997119488,0,2
2025-03-07,88692.93997119488,88692.93997119488,0,2
2025-03-10,88692.93997119488,88692.93997119488,0,2
2025-03-11,88692.93997119488,88692.93997119488,0,2
2025-03-12,88692.93997119488,88692.93997119488,0,2
2025-03-13,88692.93997119488,88692.93997119488,0,2
2025-03-14,88692.93997119488,88692.93997119488,0,2
2025-03-17,88692.93997119488,88692.93997119488,0,2
2025-03-18,88692.93997119488,88692.93997119488,0,2
2025-03-19,88692.93997119488,88692.93997119488,0,2
2025-03-20,88692.93997119488,88692.93997119488,0,2
2025-03-21,88692.93997119488,88692.93997119488,0,2
2025-03-24,88692.93997119488,88692.93997119488,0,2
2025-03-25,88692.93997119488,88692.93997119488,0,2
2025-03-26,88692.93997119488,88692.93997119488,0,2
2025-03-27,88692.93997119488,88692.93997119488,0,2
