Date,Open,High,Low,Close,Volume,Symbol
2018-01-01,407.5852391130104,407.5852391130104,400.87094162888235,401.8648376464844,9453202,RELIANCE
2018-01-02,403.30042390928554,406.19376806809856,400.38499382911994,402.48321533203125,9499419,RELIANCE
2018-01-03,408.60119648615387,409.04294440475746,403.3225137949618,404.0955505371094,13507800,RELIANCE
2018-01-04,405.5753003845597,407.1876314889184,404.49306083752754,406.5250244140625,9008932,RELIANCE
2018-01-05,407.18766379869743,409.44048674987306,406.50297074992386,407.8281555175781,7441284,RELIANCE
2018-01-08,409.08710243343984,411.2515816485914,407.93860506339274,410.1693420410156,8827020,RELIANCE
2018-01-09,409.99258690697144,416.9498577273488,408.1594261625461,415.6467590332031,14294571,RELIANCE
2018-01-10,416.55234523885497,418.4959652231692,413.2393686921782,416.2652282714844,11727682,RELIANCE
2018-01-11,416.02226547112144,416.3977556186325,413.01849172708916,414.2332763671875,7849171,RELIANCE
2018-01-12,416.55238906773815,420.8813479031911,414.45416741868405,419.2027587890625,15071161,RELIANCE
2018-01-15,419.6444720789422,423.3991671219498,417.52416468209697,419.26898193359375,11120925,RELIANCE
2018-01-16,418.6285038363339,418.6285038363339,406.39254932082434,407.6956481933594,10825151,RELIANCE
2018-01-17,409.04294771583506,410.3681325079495,400.65003206654507,408.3803405761719,13204016,RELIANCE
2018-01-18,410.3681089235729,410.6331399693217,404.2280461071302,406.260009765625,9381821,RELIANCE
2018-01-19,407.7177134588513,412.7534508067957,407.3201668868598,411.38409423828125,9973533,RELIANCE
2018-01-22,418.7610151096373,430.3785342098395,415.2271791983068,429.1416931152344,45700733,RELIANCE
2018-01-23,430.68779599967,437.7333823817351,430.68779599967,434.3320617675781,22526810,RELIANCE
2018-01-24,433.6694626437357,433.6694626437357,425.23240397722265,426.8668212890625,14289485,RELIANCE
2018-01-25,427.5514666866288,429.36257130907364,422.3611274544124,426.66802978515625,13669901,RELIANCE
2018-01-29,426.8005113405526,431.7037037022086,423.752565811496,426.049560546875,9897064,RELIANCE
2018-01-30,426.623837213525,426.623837213525,419.20273170398895,419.8211669921875,9182956,RELIANCE
2018-01-31,419.6445118110791,426.0496064501861,415.9118728485194,424.6360778808594,12551686,RELIANCE
2018-02-01,425.4974289045024,429.6275847106691,413.7252788299651,416.9278259277344,16524809,RELIANCE
2018-02-02,413.0185154741004,416.9720135440018,397.9996753776233,399.4794616699219,28965593,RELIANCE
2018-02-05,394.9075357718175,403.0795625259468,389.51842355475804,398.50762939453125,19191099,RELIANCE
2018-02-06,387.3981122361158,396.6744644456121,384.7477132531693,394.0682373046875,24062503,RELIANCE
2018-02-07,398.6843824701822,399.94330958207723,393.1406388136535,395.0842590332031,15532284,RELIANCE
2018-02-08,396.63026277546993,402.2623196457638,394.1786372659936,399.5677490234375,13825894,RELIANCE
2018-02-09,392.69885906222356,398.4413456444961,391.37364490021434,396.6081848144531,11580639,RELIANCE
2018-02-12,398.88312679383546,405.5974238941796,398.4634647955566,404.4047546386719,11877059,RELIANCE
2018-02-14,407.71776159993226,416.3315370617093,406.8342951817592,412.4222106933594,22247829,RELIANCE
2018-02-15,414.18909986996863,417.76710752483655,409.9926274541938,413.3056335449219,13363743,RELIANCE
2018-02-16,415.0504503430303,416.37566457278876,405.5532389615524,406.966796875,9628162,RELIANCE
2018-02-19,406.8342810135634,411.6933314006896,403.54339009870563,409.48468017578125,8941900,RELIANCE
2018-02-20,410.368111374123,410.61105650084346,405.862465620646,406.87841796875,8458450,RELIANCE
2018-02-21,410.8098831184978,411.9142087796218,407.3423046707783,410.52276611328125,11917390,RELIANCE
2018-02-22,407.27598865425296,411.25157226062186,406.39252235425874,408.3140563964844,11196908,RELIANCE
2018-02-23,408.77783867211497,414.3436672156727,407.6072554711117,412.6871643066406,10610664,RELIANCE
2018-02-26,414.7854085885204,417.39163565172885,413.7252549243972,414.65289306640625,8435611,RELIANCE
2018-02-27,414.7853865628141,422.20646181760696,414.49826961347975,419.86529541015625,14021366,RELIANCE
2018-02-28,417.8554614653701,422.78076939325695,416.6407062963173,421.65435791015625,56650480,RELIANCE
2018-03-01,419.53406300825355,424.01762315313385,417.8554739505857,418.9377136230469,8956590,RELIANCE
2018-03-05,416.5523890668225,419.71076450184205,407.0993486846546,408.20367431640625,12325694,RELIANCE
2018-03-06,410.36810239425415,413.5485633542669,399.81073770113363,402.3506774902344,16019726,RELIANCE
2018-03-07,401.6439272474934,401.6439272474934,392.27923105957655,393.0301818847656,15853546,RELIANCE
2018-03-08,396.5198315639016,403.96302280572274,394.5983269581754,402.61572265625,13283967,RELIANCE
2018-03-09,404.13966600984276,406.1053717297787,402.43899131177477,403.34454345703125,10638527,RELIANCE
2018-03-12,406.3925346228884,412.1792228445798,405.31029500734587,410.9423522949219,8315150,RELIANCE
2018-03-13,411.64916111790114,413.46026574459586,406.9889135028455,411.6270751953125,11148731,RELIANCE
2018-03-14,410.27976815072793,411.71538247925685,406.0391534398378,410.39019775390625,14724464,RELIANCE
2018-03-15,408.6011847573007,410.56689069499276,401.97523155334886,402.77032470703125,12711836,RELIANCE
2018-03-16,401.53354705844913,401.8427794875933,391.3958423631331,397.580078125,30814962,RELIANCE
2018-03-19,397.9996396217284,400.6058372127639,394.0240559865256,395.57012939453125,12630833,RELIANCE
2018-03-20,394.59835013975066,399.32485543939316,391.83752140311753,393.0522766113281,15192983,RELIANCE
