Date,Open,High,Low,Close,Volume,Symbol
2018-01-01,833.8734441801915,838.1025791601616,827.4081548213078,828.769287109375,472607,TITAN
2018-01-02,830.3733828252265,834.6025769801533,817.2484080113002,821.6720581054688,1181949,TITAN
2018-01-03,839.9011782789617,845.2483901668967,829.3039528015693,832.5122680664062,2606556,TITAN
2018-01-04,840.3873008625194,872.5191718139339,829.401163349717,868.0955810546875,3028931,TITAN
2018-01-05,870.1371824999455,888.5607693492927,868.6788520264819,884.4288330078125,4036882,TITAN
2018-01-08,885.6927266338026,904.1649130290191,881.5607902032937,900.3732299804688,2112170,TITAN
2018-01-09,899.3037955760944,912.4287698899077,891.7690880996461,907.032958984375,2419079,TITAN
2018-01-10,906.5954200151417,909.414882590714,886.5677057860429,892.1093139648438,1605433,TITAN
2018-01-11,891.4288068958244,892.2065712592545,878.2065753590454,881.7066040039062,1597329,TITAN
2018-01-12,880.8315844984749,891.9149195624483,867.6580114105988,878.6926879882812,1874518,TITAN
2018-01-15,883.7482948043578,896.2899610077267,872.7622167588725,892.7413330078125,2195562,TITAN
2018-01-16,901.2482081646014,901.7343183092426,858.0816035846248,864.6927490234375,2383484,TITAN
2018-01-17,867.998262773202,870.6718685698677,838.5399998633185,868.2899169921875,2553841,TITAN
2018-01-18,872.8107783672411,878.4982434127343,850.6927664398062,861.2413330078125,1285534,TITAN
2018-01-19,854.6788348078115,872.6163110599126,854.6788348078115,866.685791015625,1483177,TITAN
2018-01-22,865.2761257975662,886.6649738509892,862.4566630001299,884.4774780273438,1495629,TITAN
2018-01-23,885.4010183785421,889.2898994876257,873.3454632045361,880.5399169921875,1747166,TITAN
2018-01-24,880.5398744579632,883.9912444076342,856.5260229014306,862.2621459960938,1109233,TITAN
2018-01-25,857.4982781609839,880.1509985846151,852.394121743359,859.5399169921875,3104669,TITAN
2018-01-29,862.7483667866569,876.4566500566866,856.0400226011233,871.3038940429688,1151570,TITAN
2018-01-30,874.2690020457114,886.2758976040172,853.9495764274591,859.5885009765625,2101888,TITAN
2018-01-31,858.4706021538872,860.3664437774178,835.5262247449667,845.3942260742188,1431670,TITAN
2018-02-01,853.1234102214717,854.6789391424359,790.1721386410269,807.9151611328125,6097492,TITAN
2018-02-02,787.4984583464015,826.144216024512,762.3665868374906,799.3595581054688,8088986,TITAN
2018-02-05,787.4984372245839,794.0609242014555,773.1095887580335,780.0123291015625,3079541,TITAN
2018-02-06,743.7485516189815,766.49853105141,731.7902534412669,760.9082641601562,3188895,TITAN
2018-02-07,763.1929668871924,778.7484923269313,758.3318651872739,761.8804931640625,2686877,TITAN
2018-02-08,763.2901601722435,786.4290515835811,759.1096246056945,778.5054321289062,2219546,TITAN
