Date,Open,High,Low,Close,Volume,Symbol,Daily_Return,Is_Outlier
2018-01-01,833.8734441801915,838.1025791601616,827.4081548213078,828.769287109375,472607.0,TITAN,,False
2018-01-02,830.3733828252265,834.6025769801533,817.2484080113002,821.6720581054688,1181949.0,TITAN,-0.008563576274237095,False
2018-01-03,839.9011782789617,845.2483901668967,829.3039528015693,832.5122680664062,2606556.0,TITAN,0.013192866733148678,False
2018-01-04,840.3873008625194,872.5191718139339,829.401163349717,868.0955810546875,3028931.0,TITAN,0.04274208843904126,False
2018-01-05,870.1371824999455,888.5607693492927,868.6788520264819,884.4288330078125,4036882.0,TITAN,0.01881503870032497,False
2018-01-08,885.6927266338026,904.1649130290192,881.5607902032937,900.3732299804688,2112170.0,TITAN,0.018027902729529588,False
2018-01-09,899.3037955760944,912.4287698899076,891.7690880996461,907.032958984375,2419079.0,TITAN,0.007396631510302454,False
2018-01-10,906.5954200151416,909.414882590714,886.5677057860429,892.1093139648438,1605433.0,TITAN,-0.016453255498280472,False
2018-01-11,891.4288068958244,892.2065712592545,878.2065753590454,881.7066040039062,1597329.0,TITAN,-0.011660801874945448,False
2018-01-12,880.8315844984749,891.9149195624483,867.6580114105988,878.6926879882812,1874518.0,TITAN,-0.003418275423977213,False
2018-01-15,883.7482948043578,896.2899610077267,872.7622167588725,892.7413330078125,2195562.0,TITAN,0.0159881210024575,False
2018-01-16,901.2482081646014,901.7343183092426,858.0816035846248,864.6927490234375,2383484.0,TITAN,-0.03141848926146851,False
2018-01-17,867.998262773202,870.6718685698677,838.5399998633185,868.2899169921875,2553841.0,TITAN,0.004160053351681903,False
2018-01-18,872.8107783672411,878.4982434127343,850.6927664398062,861.2413330078125,1285534.0,TITAN,-0.008117777077029431,False
2018-01-19,854.6788348078115,872.6163110599126,854.6788348078115,866.685791015625,1483177.0,TITAN,0.0063216404033910045,False
2018-01-22,865.2761257975662,886.6649738509892,862.4566630001299,884.4774780273438,1495629.0,TITAN,0.02052841663744087,False
2018-01-23,885.4010183785421,889.2898994876257,873.3454632045361,880.5399169921875,1747166.0,TITAN,-0.004451849971282673,False
2018-01-24,880.5398744579632,883.9912444076342,856.5260229014306,862.2621459960938,1109233.0,TITAN,-0.02075745874023327,False
2018-01-25,857.4982781609839,880.1509985846151,852.394121743359,859.5399169921875,3104669.0,TITAN,-0.0031570781769174605,False
2018-01-26,857.4982781609839,880.1509985846151,852.394121743359,859.5399169921875,3104669.0,TITAN,0.0,False
2018-01-29,862.7483667866569,876.4566500566866,856.0400226011233,871.3038940429688,1151570.0,TITAN,0.013686365017167912,False
2018-01-30,874.2690020457114,886.2758976040172,853.9495764274591,859.5885009765625,2101888.0,TITAN,-0.013445817408258343,False
2018-01-31,858.4706021538872,860.3664437774178,835.5262247449667,845.3942260742188,1431670.0,TITAN,-0.016512872015176927,False
2018-02-01,853.1234102214717,854.6789391424359,790.1721386410269,807.9151611328125,6097492.0,TITAN,-0.04433323978973558,False
2018-02-02,787.4984583464015,826.144216024512,762.3665868374906,799.3595581054688,8088986.0,TITAN,-0.010589729514851043,False
2018-02-05,787.4984372245839,794.0609242014555,773.1095887580335,780.0123291015625,3079541.0,TITAN,-0.024203412353960396,False
2018-02-06,743.7485516189815,766.49853105141,731.7902534412669,760.9082641601562,3188895.0,TITAN,-0.024492003816671493,False
2018-02-07,763.1929668871924,778.7484923269313,758.3318651872739,761.8804931640625,2686877.0,TITAN,0.0012777217040471633,False
2018-02-08,763.2901601722435,786.4290515835811,759.1096246056945,778.5054321289062,2219546.0,TITAN,0.02182092744729691,False
2018-02-09,768.1512124137574,781.6650979170757,761.2970713708406,774.6651000976562,1564899.0,TITAN,-0.004932954701097225,False
2018-02-12,780.6929081002378,790.2206552601875,774.4220752394791,786.5748291015625,2067452.0,TITAN,0.01537403582839203,False
2018-02-13,780.6929081002378,790.2206552601875,774.4220752394791,786.5748291015625,2067452.0,TITAN,0.0,False
2018-02-14,791.3873573592969,802.9568031499061,786.6234539538411,791.095703125,2154852.0,TITAN,0.005747544742311872,False
2018-02-15,799.8457106289148,800.42901911533,777.7762963520024,792.2137451171875,2225089.0,TITAN,0.001413282852847031,False
2018-02-16,797.2206800054926,803.9290240974844,776.4637994509538,780.8873901367188,1698333.0,TITAN,-0.014297094755397532,False
2018-02-19,782.6373966674706,786.5262781415947,768.0540911395053,781.6165771484375,1699508.0,TITAN,0.0009337927861674533,False
2018-02-20,781.6165475733253,814.6234397039502,775.4915713512636,809.13037109375,3881439.0,TITAN,0.035201139215458754,False
2018-02-21,814.6721278919786,818.1234985789616,796.0054836144085,800.0402221679688,2067029.0,TITAN,-0.011234467584616215,False
2018-02-22,802.0816907970184,812.7761133409786,791.4358673966989,794.7900390625,3244314.0,TITAN,-0.006562398939445435,False
2018-02-23,799.3594879431089,800.7205606663964,787.7414442835315,791.5817260742188,2446637.0,TITAN,-0.004036679916202268,False
2018-02-26,797.1720711957033,800.4775847128711,782.6373653989418,796.9290161132812,2438241.0,TITAN,0.006755196416144971,False
2018-02-27,802.0818268076565,812.4845969141775,796.4915595299061,799.7484741210938,2089446.0,TITAN,0.0035379035658198443,False
2018-02-28,797.026229800925,802.9568095303135,787.8873941291581,793.4776611328125,1583674.0,TITAN,-0.007840981497554855,False
2018-03-01,791.3873575567014,799.4567745189009,785.554035510829,787.6929321289062,975986.0,TITAN,-0.007290348912466715,False
2018-03-02,791.3873575567014,799.4567745189009,785.554035510829,787.6929321289062,975986.0,TITAN,0.0,False
2018-03-05,787.4984346961576,792.2136793655901,778.7484520884225,786.4290161132812,1262568.0,TITAN,-0.0016045796071941787,False
2018-03-06,789.9289284111635,800.3316966286238,776.8525545898499,785.2136840820312,1358775.0,TITAN,-0.001545380455640455,False
2018-03-07,783.6096185746424,797.3179020619975,777.9707522940148,792.2137451171875,1826249.0,TITAN,0.008914848501831552,False
2018-03-08,797.2206529470307,799.4567477885926,785.6026083928667,794.9845581054688,1109489.0,TITAN,0.0034975573263644755,False
2018-03-09,797.220603013353,804.6094531590942,792.8456118992552,796.3455810546875,1061685.0,TITAN,0.0017120118061944023,False
2018-03-12,801.109571028331,808.4984219767243,799.5540421990759,806.06787109375,1033715.0,TITAN,0.012208631868322994,False
